Games,Country,Gold,Silver,Bronze,Total,Percentage,Total athletes,Athletes without medals
1968 Summer,Sierra Leone,0,0,0,0,0.0%,4,4
1968 Summer,Hong Kong,0,0,0,0,0.0%,25,25
1968 Summer,Paraguay,0,0,0,0,0.0%,1,1
1968 Summer,Niger,0,0,0,0,0.0%,2,2
1968 Summer,Kuwait,0,0,0,0,0.0%,2,2
1968 Summer,Indonesia,0,0,0,0,0.0%,6,6
1968 Summer,Ivory Coast,0,0,0,0,0.0%,11,11
1968 Summer,Uganda,0,1,1,2,14.3%,14,12
1968 Summer,Luxembourg,0,0,0,0,0.0%,7,7
1968 Summer,San Marino,0,0,0,0,0.0%,4,4
1968 Summer,Iceland,0,0,0,0,0.0%,16,16
1968 Summer,Malta,0,0,0,0,0.0%,1,1
1968 Summer,Myanmar,0,0,0,0,0.0%,4,4
1968 Summer,Chad,0,0,0,0,0.0%,4,4
1968 Summer,Zambia,0,0,0,0,0.0%,7,7
1968 Summer,Sri Lanka,0,0,0,0,0.0%,3,3
1968 Summer,Libya,0,0,0,0,0.0%,1,1
1968 Summer,Algeria,0,0,0,0,0.0%,9,9
1968 Summer,Fiji,0,0,0,0,0.0%,1,1
1968 Summer,Central African Republic,0,0,0,0,0.0%,1,1
1968 Summer,Suriname,0,0,0,0,0.0%,1,1
1968 Summer,Madagascar,0,0,0,0,0.0%,6,6
1964 Winter,Norway,3,6,6,15,16.7%,90,75
1964 Winter,Italy,0,2,8,10,10.8%,93,83
1964 Winter,Russia,30,8,9,47,43.9%,107,60
1964 Winter,Sweden,6,21,1,28,27.2%,103,75
1964 Winter,Switzerland,0,0,0,0,0.0%,104,104
1964 Winter,Iran,0,0,0,0,0.0%,12,12
1964 Winter,Argentina,0,0,0,0,0.0%,22,22
1964 Winter,USA,1,2,5,8,6.3%,127,119
1964 Winter,Canada,4,2,1,7,7.4%,95,88
1964 Winter,Hungary,0,0,0,0,0.0%,42,42
1964 Winter,Germany,3,4,3,10,6.9%,144,134
1964 Winter,North Korea,0,1,0,1,5.0%,20,19
1964 Winter,Romania,0,0,0,0,0.0%,31,31
1964 Winter,UK,2,0,0,2,3.1%,65,63
1964 Winter,Bulgaria,0,0,0,0,0.0%,19,19
1964 Winter,Serbia,0,0,0,0,0.0%,54,54
1964 Winter,France,3,4,0,7,14.0%,50,43
1964 Winter,Austria,5,9,3,17,14.7%,116,99
1964 Winter,Japan,0,0,0,0,0.0%,85,85
1964 Winter,Mongolia,0,0,0,0,0.0%,22,22
1964 Winter,Czech Republic,0,0,17,17,24.6%,69,52
1964 Winter,Iceland,0,0,0,0,0.0%,10,10
1964 Winter,Finland,3,7,5,15,17.2%,87,72
1964 Winter,Lebanon,0,0,0,0,0.0%,12,12
1964 Winter,Poland,0,0,0,0,0.0%,86,86
1964 Winter,Chile,0,0,0,0,0.0%,11,11
1964 Winter,Belgium,0,0,0,0,0.0%,11,11
1964 Winter,Australia,0,0,0,0,0.0%,14,14
1964 Winter,India,0,0,0,0,0.0%,1,1
1964 Winter,Denmark,0,0,0,0,0.0%,5,5
1964 Winter,South Korea,0,0,0,0,0.0%,16,16
1964 Winter,Netherlands,1,1,0,2,16.7%,12,10
1964 Winter,Turkey,0,0,0,0,0.0%,12,12
1964 Winter,Spain,0,0,0,0,0.0%,12,12
1964 Winter,Liechtenstein,0,0,0,0,0.0%,12,12
1964 Winter,Greece,0,0,0,0,0.0%,7,7
1964 Summer,Russia,60,63,51,174,37.6%,463,289
1964 Summer,Iraq,0,0,0,0,0.0%,19,19
1964 Summer,Egypt,0,0,0,0,0.0%,83,83
1964 Summer,Tanzania,0,0,0,0,0.0%,4,4
1964 Summer,Pakistan,0,16,0,16,34.0%,47,31
1964 Summer,Sweden,3,4,8,15,8.6%,175,160
1964 Summer,Peru,0,0,0,0,0.0%,40,40
1964 Summer,Japan,32,5,25,62,13.6%,456,394
1964 Summer,Ghana,0,0,1,1,2.5%,40,39
1964 Summer,Ivory Coast,0,0,0,0,0.0%,10,10
1964 Summer,Argentina,0,1,0,1,0.7%,148,147
1964 Summer,Bulgaria,3,5,2,10,8.6%,116,106
1964 Summer,UK,4,19,5,28,9.3%,301,273
1964 Summer,Brazil,0,0,12,12,18.5%,65,53
1964 Summer,Germany,22,44,50,116,24.3%,478,362
1964 Summer,Morocco,0,0,0,0,0.0%,21,21
1964 Summer,Puerto Rico,0,0,0,0,0.0%,45,45
1964 Summer,Kenya,0,0,1,1,2.4%,41,40
1964 Summer,Iran,0,0,2,2,2.1%,96,94
1964 Summer,Italy,14,28,9,51,19.9%,256,205
1964 Summer,Hungary,42,7,7,56,17.6%,319,263
1964 Summer,Spain,0,0,0,0,0.0%,67,67
1964 Summer,Mexico,0,0,1,1,0.8%,128,127
1964 Summer,Australia,8,6,30,44,11.2%,392,348
1964 Summer,Nigeria,0,0,1,1,5.3%,19,18
1964 Summer,Norway,0,0,0,0,0.0%,43,43
1964 Summer,Austria,0,0,0,0,0.0%,82,82
1964 Summer,France,1,13,17,31,14.5%,214,183
1964 Summer,Turkey,2,3,1,6,24.0%,25,19
1964 Summer,India,15,0,0,15,13.5%,111,96
1964 Summer,Malaysia,0,0,0,0,0.0%,81,81
1964 Summer,Finland,3,0,2,5,3.3%,151,146
1964 Summer,Switzerland,1,4,1,6,4.7%,129,123
1964 Summer,Portugal,0,0,0,0,0.0%,25,25
1964 Summer,Canada,2,2,1,5,2.6%,194,189
1964 Summer,Ethiopia,1,0,0,1,5.3%,19,18
1964 Summer,Philippines,0,1,0,1,1.4%,70,69
1964 Summer,USA,95,37,37,169,34.3%,492,323
1964 Summer,Belgium,2,0,1,3,4.1%,74,71
1964 Summer,Uruguay,0,0,1,1,3.4%,29,28
1964 Summer,Netherlands,5,10,16,31,19.6%,158,127
1964 Summer,Uganda,0,0,0,0,0.0%,19,19
1964 Summer,South Korea,0,2,1,3,1.3%,240,237
1964 Summer,Cambodia,0,0,0,0,0.0%,15,15
1964 Summer,Denmark,7,1,4,12,16.9%,71,59
1964 Summer,Ireland,0,0,1,1,2.9%,35,34
1964 Summer,Romania,2,4,10,16,6.9%,232,216
1964 Summer,Czech Republic,5,37,12,54,28.9%,187,133
1964 Summer,Poland,10,13,23,46,19.2%,240,194
1964 Summer,Luxembourg,0,0,0,0,0.0%,27,27
1964 Summer,New Zealand,4,0,2,6,6.8%,88,82
1964 Summer,Afghanistan,0,0,0,0,0.0%,8,8
1964 Summer,Lebanon,0,0,0,0,0.0%,8,8
1964 Summer,Colombia,0,0,0,0,0.0%,40,40
1964 Summer,Thailand,0,0,0,0,0.0%,67,67
1964 Summer,Israel,0,0,0,0,0.0%,13,13
1964 Summer,Tunisia,0,1,1,2,16.7%,12,10
1964 Summer,Zambia,0,0,0,0,0.0%,15,15
1964 Summer,Trinidad,0,1,5,6,33.3%,18,12
1964 Summer,Serbia,2,11,2,15,12.2%,123,108
1964 Summer,Mongolia,0,0,0,0,0.0%,40,40
1964 Summer,Zimbabwe,0,0,0,0,0.0%,33,33
1964 Summer,Costa Rica,0,0,0,0,0.0%,2,2
1964 Summer,Monaco,0,0,0,0,0.0%,1,1
1964 Summer,Myanmar,0,0,0,0,0.0%,12,12
1964 Summer,Cuba,0,1,0,1,1.3%,76,75
1964 Summer,Curacao,0,0,0,0,0.0%,4,4
1964 Summer,Venezuela,0,0,0,0,0.0%,23,23
1964 Summer,Jamaica,0,0,0,0,0.0%,32,32
1964 Summer,Liechtenstein,0,0,0,0,0.0%,3,3
1964 Summer,Sri Lanka,0,0,0,0,0.0%,7,7
1964 Summer,Mali,0,0,0,0,0.0%,2,2
1964 Summer,Panama,0,0,0,0,0.0%,15,15
1964 Summer,Hong Kong,0,0,0,0,0.0%,50,50
1964 Summer,Taiwan,0,0,0,0,0.0%,96,96
1964 Summer,Bahamas,2,0,0,2,16.7%,12,10
1964 Summer,Bermuda,0,0,0,0,0.0%,4,4
1964 Summer,Niger,0,0,0,0,0.0%,1,1
1964 Summer,Senegal,0,0,0,0,0.0%,14,14
1964 Summer,Guyana,0,0,0,0,0.0%,1,1
1964 Summer,Republic of Congo,0,0,0,0,0.0%,2,2
1964 Summer,Greece,0,0,0,0,0.0%,19,19
1964 Summer,Chile,0,0,0,0,0.0%,16,16
1964 Summer,Iceland,0,0,0,0,0.0%,5,5
1964 Summer,Nepal,0,0,0,0,0.0%,6,6
1964 Summer,Vietnam,0,0,0,0,0.0%,23,23
1964 Summer,Chad,0,0,0,0,0.0%,2,2
1964 Summer,Boliva,0,0,0,0,0.0%,1,1
1964 Summer,Liberia,0,0,0,0,0.0%,2,2
1964 Summer,Algeria,0,0,0,0,0.0%,7,7
1964 Summer,Cameroon,0,0,0,0,0.0%,2,2
1964 Summer,Madagascar,0,0,0,0,0.0%,4,4
1964 Summer,Dominican Republic,0,0,0,0,0.0%,1,1
1960 Winter,Norway,3,6,0,9,16.4%,55,46
1960 Winter,Australia,0,0,0,0,0.0%,38,38
1960 Winter,Sweden,5,2,2,9,12.5%,72,63
1960 Winter,Japan,0,0,0,0,0.0%,73,73
1960 Winter,USA,19,4,4,27,25.7%,105,78
1960 Winter,Finland,5,3,5,13,17.6%,74,61
1960 Winter,Italy,0,0,1,1,1.7%,58,57
1960 Winter,Russia,7,7,28,42,46.2%,91,49
1960 Winter,Germany,4,4,1,9,8.2%,110,101
1960 Winter,Argentina,0,0,0,0,0.0%,14,14
1960 Winter,Canada,3,17,1,21,28.0%,75,54
1960 Winter,France,1,0,2,3,5.5%,55,52
1960 Winter,Switzerland,2,0,0,2,5.0%,40,38
1960 Winter,Spain,0,0,0,0,0.0%,12,12
1960 Winter,Hungary,0,0,0,0,0.0%,4,4
1960 Winter,Iceland,0,0,0,0,0.0%,10,10
1960 Winter,Austria,1,2,3,6,14.3%,42,36
1960 Winter,Poland,0,1,1,2,7.1%,28,26
1960 Winter,Chile,0,0,0,0,0.0%,12,12
1960 Winter,Netherlands,0,1,1,2,15.4%,13,11
1960 Winter,Czech Republic,0,1,0,1,4.5%,22,21
1960 Winter,New Zealand,0,0,0,0,0.0%,12,12
1960 Winter,South Korea,0,0,0,0,0.0%,20,20
1960 Winter,UK,0,0,0,0,0.0%,39,39
1960 Winter,Turkey,0,0,0,0,0.0%,6,6
1960 Winter,Bulgaria,0,0,0,0,0.0%,15,15
1960 Winter,South Africa,0,0,0,0,0.0%,4,4
1960 Winter,Liechtenstein,0,0,0,0,0.0%,9,9
1960 Winter,Lebanon,0,0,0,0,0.0%,5,5
1960 Winter,Denmark,0,0,0,0,0.0%,3,3
1960 Summer,Norway,2,0,0,2,4.0%,50,48
1960 Summer,Bulgaria,1,3,3,7,3.8%,183,176
1960 Summer,Syria,0,1,1,2,1.6%,123,121
1960 Summer,Sudan,0,0,0,0,0.0%,13,13
1960 Summer,Iraq,0,0,1,1,3.6%,28,27
1960 Summer,Pakistan,13,0,1,14,26.4%,53,39
1960 Summer,Japan,9,10,12,31,11.2%,278,247
1960 Summer,Israel,0,0,0,0,0.0%,46,46
1960 Summer,Sweden,2,2,3,7,2.7%,258,251
1960 Summer,Russia,61,63,45,169,40.8%,414,245
1960 Summer,New Zealand,2,0,1,3,6.4%,47,44
1960 Summer,Chile,0,0,0,0,0.0%,9,9
1960 Summer,Philippines,0,0,0,0,0.0%,49,49
1960 Summer,Belgium,0,2,2,4,2.7%,150,146
1960 Summer,Argentina,0,3,1,4,3.4%,116,112
1960 Summer,Mexico,0,0,1,1,0.9%,110,109
1960 Summer,Canada,0,9,0,9,6.4%,140,131
1960 Summer,Poland,4,11,15,30,9.8%,307,277
1960 Summer,France,0,6,6,12,3.3%,363,351
1960 Summer,UK,2,11,15,28,7.2%,389,361
1960 Summer,Ghana,0,1,0,1,6.7%,15,14
1960 Summer,Germany,34,33,22,89,20.9%,425,336
1960 Summer,Ethiopia,1,0,0,1,6.7%,15,14
1960 Summer,Morocco,0,1,0,1,0.9%,111,110
1960 Summer,Uganda,0,0,0,0,0.0%,16,16
1960 Summer,Curacao,0,0,0,0,0.0%,5,5
1960 Summer,Kenya,0,0,0,0,0.0%,30,30
1960 Summer,Uruguay,0,0,0,0,0.0%,42,42
1960 Summer,Cuba,0,0,0,0,0.0%,21,21
1960 Summer,Finland,1,1,4,6,2.7%,219,213
1960 Summer,Turkey,7,2,0,9,15.5%,58,49
1960 Summer,Nigeria,0,0,0,0,0.0%,15,15
1960 Summer,Tunisia,0,0,0,0,0.0%,56,56
1960 Summer,Spain,0,0,14,14,5.9%,238,224
1960 Summer,Hungary,13,16,37,66,21.2%,312,246
1960 Summer,Peru,0,0,0,0,0.0%,33,33
1960 Summer,Switzerland,0,6,6,12,5.4%,221,209
1960 Summer,Portugal,0,2,0,2,1.8%,109,107
1960 Summer,Bahamas,0,0,0,0,0.0%,14,14
1960 Summer,Italy,36,18,34,88,21.9%,402,314
1960 Summer,Netherlands,0,1,2,3,1.9%,160,157
1960 Summer,Brazil,0,0,13,13,15.1%,86,73
1960 Summer,Malaysia,0,0,0,0,0.0%,11,11
1960 Summer,Iran,0,1,3,4,16.7%,24,20
1960 Summer,USA,81,23,21,125,29.2%,428,303
1960 Summer,Australia,11,24,11,46,16.4%,280,234
1960 Summer,Venezuela,0,0,1,1,1.9%,54,53
1960 Summer,Lebanon,0,0,0,0,0.0%,22,22
1960 Summer,South Korea,0,0,0,0,0.0%,49,49
1960 Summer,Romania,3,1,11,15,9.6%,156,141
1960 Summer,Denmark,2,17,4,23,21.1%,109,86
1960 Summer,Colombia,0,0,0,0,0.0%,23,23
1960 Summer,Luxembourg,0,0,0,0,0.0%,117,117
1960 Summer,Serbia,16,1,0,17,9.2%,185,168
1960 Summer,India,0,13,0,13,26.5%,49,36
1960 Summer,Greece,3,0,0,3,5.1%,59,56
1960 Summer,Guyana,0,0,0,0,0.0%,6,6
1960 Summer,Thailand,0,0,0,0,0.0%,24,24
1960 Summer,Ireland,0,0,0,0,0.0%,63,63
1960 Summer,South Africa,0,1,2,3,4.2%,72,69
1960 Summer,Austria,1,2,0,3,1.5%,198,195
1960 Summer,Zimbabwe,0,0,0,0,0.0%,22,22
1960 Summer,Puerto Rico,0,0,0,0,0.0%,29,29
1960 Summer,Monaco,0,0,0,0,0.0%,13,13
1960 Summer,Czech Republic,4,7,11,22,10.9%,202,180
1960 Summer,Trinidad,0,0,5,5,25.0%,20,15
1960 Summer,Indonesia,0,0,0,0,0.0%,27,27
1960 Summer,Malta,0,0,0,0,0.0%,13,13
1960 Summer,Liechtenstein,0,0,0,0,0.0%,8,8
1960 Summer,Panama,0,0,0,0,0.0%,8,8
1960 Summer,San Marino,0,0,0,0,0.0%,13,13
1960 Summer,Taiwan,0,1,0,1,3.2%,31,30
1960 Summer,Hong Kong,0,0,0,0,0.0%,4,4
1960 Summer,Myanmar,0,0,0,0,0.0%,10,10
1960 Summer,Singapore,0,1,0,1,20.0%,5,4
1960 Summer,Sri Lanka,0,0,0,0,0.0%,5,5
1960 Summer,Bermuda,0,0,0,0,0.0%,9,9
1960 Summer,Afghanistan,0,0,0,0,0.0%,16,16
1960 Summer,Iceland,0,0,0,0,0.0%,11,11
1960 Summer,Liberia,0,0,0,0,0.0%,6,6
1960 Summer,Haiti,0,0,0,0,0.0%,1,1
1960 Summer,Fiji,0,0,0,0,0.0%,3,3
1960 Summer,Vietnam,0,0,0,0,0.0%,5,5
1956 Winter,Norway,2,1,1,4,5.2%,77,73
1956 Winter,Italy,2,6,0,8,8.6%,93,85
1956 Winter,France,0,0,0,0,0.0%,52,52
1956 Winter,Sweden,2,4,9,15,16.1%,93,78
1956 Winter,USA,2,19,5,26,28.3%,92,66
1956 Winter,Romania,0,0,0,0,0.0%,35,35
1956 Winter,Finland,5,6,1,12,23.1%,52,40
1956 Winter,Switzerland,6,2,2,10,12.5%,80,70
1956 Winter,Germany,1,0,1,2,2.2%,90,88
1956 Winter,Iran,0,0,0,0,0.0%,9,9
1956 Winter,Bulgaria,0,0,0,0,0.0%,15,15
1956 Winter,Russia,26,5,6,37,45.7%,81,44
1956 Winter,Spain,0,0,0,0,0.0%,18,18
1956 Winter,Japan,0,1,0,1,3.8%,26,25
1956 Winter,Australia,0,0,0,0,0.0%,17,17
1956 Winter,Austria,5,3,4,12,13.8%,87,75
1956 Winter,Canada,0,2,18,20,38.5%,52,32
1956 Winter,UK,0,0,0,0,0.0%,69,69
1956 Winter,Czech Republic,0,0,0,0,0.0%,64,64
1956 Winter,Liechtenstein,0,0,0,0,0.0%,14,14
1956 Winter,Serbia,0,0,0,0,0.0%,36,36
1956 Winter,Netherlands,0,0,0,0,0.0%,16,16
1956 Winter,Poland,0,0,1,1,1.4%,74,73
1956 Winter,Belgium,0,0,0,0,0.0%,6,6
1956 Winter,Turkey,0,0,0,0,0.0%,10,10
1956 Winter,Boliva,0,0,0,0,0.0%,2,2
1956 Winter,Lebanon,0,0,0,0,0.0%,8,8
1956 Winter,Chile,0,0,0,0,0.0%,7,7
1956 Winter,Iceland,0,0,0,0,0.0%,14,14
1956 Winter,South Korea,0,0,0,0,0.0%,10,10
1956 Winter,Hungary,0,0,2,2,100.0%,2,0
1956 Winter,Greece,0,0,0,0,0.0%,6,6
1956 Summer,Norway,1,0,2,3,10.3%,29,26
1956 Summer,France,7,13,13,33,14.5%,227,194
1956 Summer,Bulgaria,1,3,14,18,22.0%,82,64
1956 Summer,South Africa,0,0,7,7,7.8%,90,83
1956 Summer,Afghanistan,0,0,0,0,0.0%,12,12
1956 Summer,New Zealand,3,0,0,3,5.3%,57,54
1956 Summer,Belgium,0,2,0,2,2.4%,82,80
1956 Summer,Australia,28,13,26,67,16.3%,412,345
1956 Summer,Philippines,0,0,0,0,0.0%,48,48
1956 Summer,Russia,68,46,55,169,41.1%,411,242
1956 Summer,Trinidad,0,0,0,0,0.0%,10,10
1956 Summer,Sweden,14,14,6,34,18.3%,186,152
1956 Summer,India,17,0,0,17,21.5%,79,62
1956 Summer,Chile,0,2,2,4,9.3%,43,39
1956 Summer,Mexico,1,0,1,2,5.6%,36,34
1956 Summer,Japan,4,15,5,24,10.8%,222,198
1956 Summer,Thailand,0,0,0,0,0.0%,40,40
1956 Summer,Nigeria,0,0,0,0,0.0%,14,14
1956 Summer,Turkey,3,2,2,7,25.0%,28,21
1956 Summer,Pakistan,0,14,0,14,17.7%,79,65
1956 Summer,Bahamas,0,0,2,2,40.0%,5,3
1956 Summer,Brazil,1,0,0,1,1.6%,63,62
1956 Summer,Malaysia,0,0,0,0,0.0%,36,36
1956 Summer,UK,8,16,22,46,16.3%,283,237
1956 Summer,USA,61,42,20,123,27.8%,443,320
1956 Summer,Italy,26,11,10,47,22.7%,207,160
1956 Summer,Denmark,1,4,1,6,11.8%,51,45
1956 Summer,South Korea,0,1,1,2,5.6%,36,34
1956 Summer,Romania,6,3,10,19,18.4%,103,84
1956 Summer,Kenya,0,0,0,0,0.0%,31,31
1956 Summer,Serbia,0,23,0,23,62.2%,37,14
1956 Summer,Czech Republic,1,5,1,7,4.3%,161,154
1956 Summer,Finland,3,1,22,26,17.7%,147,121
1956 Summer,Colombia,0,0,0,0,0.0%,47,47
1956 Summer,Cuba,0,0,0,0,0.0%,24,24
1956 Summer,Indonesia,0,0,0,0,0.0%,24,24
1956 Summer,Germany,9,20,23,52,19.9%,261,209
1956 Summer,Canada,5,9,5,19,12.7%,150,131
1956 Summer,Hungary,30,20,14,64,32.5%,197,133
1956 Summer,Argentina,0,1,1,2,4.5%,44,42
1956 Summer,Myanmar,0,0,0,0,0.0%,12,12
1956 Summer,Portugal,0,0,0,0,0.0%,18,18
1956 Summer,Iran,2,2,1,5,29.4%,17,12
1956 Summer,Ethiopia,0,0,0,0,0.0%,30,30
1956 Summer,Peru,0,0,0,0,0.0%,10,10
1956 Summer,Poland,1,9,9,19,16.1%,118,99
1956 Summer,Ireland,1,1,3,5,20.0%,25,20
1956 Summer,Luxembourg,0,0,0,0,0.0%,27,27
1956 Summer,Fiji,0,0,0,0,0.0%,5,5
1956 Summer,Venezuela,0,0,0,0,0.0%,38,38
1956 Summer,Uruguay,0,0,12,12,41.4%,29,17
1956 Summer,Greece,0,0,1,1,6.3%,16,15
1956 Summer,Austria,0,0,4,4,7.0%,57,53
1956 Summer,Switzerland,0,0,3,3,16.7%,18,15
1956 Summer,Singapore,0,0,0,0,0.0%,52,52
1956 Summer,Taiwan,0,0,0,0,0.0%,23,23
1956 Summer,Hong Kong,0,0,0,0,0.0%,4,4
1956 Summer,Puerto Rico,0,0,0,0,0.0%,14,14
1956 Summer,Spain,0,0,0,0,0.0%,12,12
1956 Summer,Iceland,0,1,0,1,50.0%,2,1
1956 Summer,Egypt,0,0,0,0,0.0%,6,6
1956 Summer,Jamaica,0,0,0,0,0.0%,13,13
1956 Summer,Sri Lanka,0,0,0,0,0.0%,3,3
1956 Summer,Uganda,0,0,0,0,0.0%,5,5
1956 Summer,Bermuda,0,0,0,0,0.0%,3,3
1956 Summer,Cambodia,0,0,0,0,0.0%,2,2
1956 Summer,Guyana,0,0,0,0,0.0%,6,6
1956 Summer,Liberia,0,0,0,0,0.0%,11,11
1956 Summer,Israel,0,0,0,0,0.0%,3,3
1956 Summer,Vietnam,0,0,0,0,0.0%,10,10
1956 Summer,Netherlands,0,0,0,0,0.0%,1,1
1952 Winter,Norway,7,6,6,19,18.8%,101,82
1952 Winter,Canada,16,0,1,17,28.3%,60,43
1952 Winter,Switzerland,0,0,6,6,7.9%,76,70
1952 Winter,France,0,0,1,1,2.2%,45,44
1952 Winter,Sweden,0,0,23,23,24.5%,94,71
1952 Winter,USA,4,25,1,30,31.3%,96,66
1952 Winter,Romania,0,0,0,0,0.0%,25,25
1952 Winter,Finland,6,4,2,12,16.4%,73,61
1952 Winter,UK,1,0,0,1,2.9%,35,34
1952 Winter,Italy,1,0,1,2,3.8%,52,50
1952 Winter,Poland,0,0,0,0,0.0%,42,42
1952 Winter,Japan,0,0,0,0,0.0%,25,25
1952 Winter,Spain,0,0,0,0,0.0%,11,11
1952 Winter,Australia,0,0,0,0,0.0%,19,19
1952 Winter,Austria,2,4,2,8,10.8%,74,66
1952 Winter,Bulgaria,0,0,0,0,0.0%,19,19
1952 Winter,Czech Republic,0,0,0,0,0.0%,27,27
1952 Winter,Argentina,0,0,0,0,0.0%,21,21
1952 Winter,Hungary,0,0,2,2,9.5%,21,19
1952 Winter,Germany,8,2,2,12,15.6%,77,65
1952 Winter,Serbia,0,0,0,0,0.0%,9,9
1952 Winter,Netherlands,0,3,0,3,13.0%,23,20
1952 Winter,Belgium,0,0,0,0,0.0%,15,15
1952 Winter,Denmark,0,0,0,0,0.0%,1,1
1952 Winter,Chile,0,0,0,0,0.0%,7,7
1952 Winter,Iceland,0,0,0,0,0.0%,24,24
1952 Winter,New Zealand,0,0,0,0,0.0%,6,6
1952 Winter,Lebanon,0,0,0,0,0.0%,3,3
1952 Winter,Greece,0,0,0,0,0.0%,6,6
1952 Winter,Portugal,0,0,0,0,0.0%,1,1
1952 Summer,Finland,8,3,29,40,9.7%,412,372
1952 Summer,Norway,5,8,0,13,6.8%,190,177
1952 Summer,Egypt,0,0,1,1,0.5%,196,195
1952 Summer,France,14,9,17,40,9.8%,408,368
1952 Summer,Pakistan,0,0,0,0,0.0%,51,51
1952 Summer,Monaco,0,0,0,0,0.0%,10,10
1952 Summer,Spain,0,1,0,1,2.4%,42,41
1952 Summer,Sweden,23,24,23,70,19.7%,355,285
1952 Summer,Romania,1,1,2,4,1.7%,241,237
1952 Summer,Turkey,2,0,1,3,5.2%,58,55
1952 Summer,Argentina,2,2,2,6,3.4%,174,168
1952 Summer,Uruguay,0,0,14,14,33.3%,42,28
1952 Summer,Ghana,0,0,0,0,0.0%,9,9
1952 Summer,Denmark,3,1,5,9,4.5%,201,192
1952 Summer,Hungary,53,17,32,102,29.6%,345,243
1952 Summer,Canada,1,3,0,4,2.6%,154,150
1952 Summer,Poland,1,2,1,4,1.6%,248,244
1952 Summer,Germany,0,14,26,40,8.7%,458,418
1952 Summer,Brazil,1,0,2,3,2.5%,119,116
1952 Summer,USA,83,23,28,134,29.7%,451,317
1952 Summer,Chile,0,4,0,4,4.9%,82,78
1952 Summer,Iran,0,3,4,7,30.4%,23,16
1952 Summer,Australia,7,2,11,20,14.3%,140,120
1952 Summer,Italy,17,22,15,54,14.4%,376,322
1952 Summer,Cuba,0,0,0,0,0.0%,57,57
1952 Summer,Nigeria,0,0,0,0,0.0%,15,15
1952 Summer,Austria,0,1,2,3,1.3%,238,235
1952 Summer,Netherlands,0,18,0,18,10.0%,180,162
1952 Summer,Switzerland,2,19,12,33,13.1%,251,218
1952 Summer,Bahamas,0,0,0,0,0.0%,7,7
1952 Summer,Russia,36,62,19,117,25.9%,451,334
1952 Summer,Belgium,5,3,0,8,4.3%,184,176
1952 Summer,UK,3,2,26,31,7.7%,401,370
1952 Summer,Mexico,0,1,0,1,1.2%,85,84
1952 Summer,Portugal,0,0,2,2,1.3%,155,153
1952 Summer,Venezuela,0,0,1,1,1.6%,63,62
1952 Summer,Israel,0,0,0,0,0.0%,31,31
1952 Summer,South Africa,2,8,4,14,12.8%,109,95
1952 Summer,Luxembourg,1,0,0,1,1.0%,101,100
1952 Summer,Bulgaria,0,0,1,1,0.6%,179,178
1952 Summer,Puerto Rico,0,0,0,0,0.0%,23,23
1952 Summer,India,14,0,1,15,16.0%,94,79
1952 Summer,Japan,1,9,2,12,9.0%,133,121
1952 Summer,Greece,0,0,0,0,0.0%,54,54
1952 Summer,New Zealand,1,0,2,3,15.0%,20,17
1952 Summer,Philippines,0,0,0,0,0.0%,28,28
1952 Summer,Czech Republic,11,4,10,25,11.5%,218,193
1952 Summer,Serbia,4,20,0,24,12.4%,194,170
1952 Summer,Bermuda,0,0,0,0,0.0%,12,12
1952 Summer,Guatemala,0,0,0,0,0.0%,35,35
1952 Summer,Singapore,0,0,0,0,0.0%,7,7
1952 Summer,Iceland,0,0,0,0,0.0%,18,18
1952 Summer,Curacao,0,0,0,0,0.0%,11,11
1952 Summer,Ireland,0,1,0,1,4.0%,25,24
1952 Summer,Vietnam,0,0,0,0,0.0%,13,13
1952 Summer,Panama,0,0,0,0,0.0%,1,1
1952 Summer,Hong Kong,0,0,0,0,0.0%,9,9
1952 Summer,Lebanon,0,1,1,2,22.2%,9,7
1952 Summer,South Korea,0,0,2,2,9.1%,22,20
1952 Summer,Sri Lanka,0,0,0,0,0.0%,7,7
1952 Summer,Jamaica,5,3,0,8,50.0%,16,8
1952 Summer,Liechtenstein,0,0,0,0,0.0%,2,2
1952 Summer,Trinidad,0,0,2,2,100.0%,2,0
1952 Summer,Thailand,0,0,0,0,0.0%,15,15
1952 Summer,Myanmar,0,0,0,0,0.0%,5,5
1952 Summer,Guyana,0,0,0,0,0.0%,1,1
1952 Summer,Indonesia,0,0,0,0,0.0%,3,3
1952 Summer,China,0,0,0,0,0.0%,1,1
1948 Winter,France,2,1,2,5,8.3%,60,55
1948 Winter,UK,0,0,2,2,2.6%,78,76
1948 Winter,Italy,1,0,0,1,1.2%,81,80
1948 Winter,Switzerland,4,5,19,28,28.3%,99,71
1948 Winter,Finland,1,6,2,9,20.0%,45,36
1948 Winter,Norway,4,3,6,13,17.3%,75,62
1948 Winter,Sweden,7,3,3,13,18.6%,70,57
1948 Winter,Austria,1,3,4,8,9.5%,84,76
1948 Winter,Spain,0,0,0,0,0.0%,12,12
1948 Winter,Iceland,0,0,0,0,0.0%,8,8
1948 Winter,Canada,13,0,2,15,31.9%,47,32
1948 Winter,USA,6,4,6,16,16.5%,97,81
1948 Winter,Czech Republic,0,17,0,17,23.0%,74,57
1948 Winter,Belgium,2,4,0,6,31.6%,19,13
1948 Winter,Liechtenstein,0,0,0,0,0.0%,16,16
